2024-11-17 07:47:31.034 GMT,,,1,,67399f92.1,1,,2024-11-17 07:47:30 GMT,,0,LOG,00000,"starting PostgreSQL 17.1 (Debian 17.1-1.pgdg120+1) on x86_64-pc-linux-gnu, compiled by gcc (Debian 12.2.0-14) 12.2.0, 64-bit",,,,,,,,"PostmasterMain, postmaster.c:1080","","postmaster",,0
2024-11-17 07:47:31.035 GMT,,,1,,67399f92.1,2,,2024-11-17 07:47:30 GMT,,0,LOG,00000,"listening on IPv4 address ""0.0.0.0"", port 5432",,,,,,,,"ListenServerPort, pqcomm.c:661","","postmaster",,0
2024-11-17 07:47:31.035 GMT,,,1,,67399f92.1,3,,2024-11-17 07:47:30 GMT,,0,LOG,00000,"listening on IPv6 address ""::"", port 5432",,,,,,,,"ListenServerPort, pqcomm.c:661","","postmaster",,0
2024-11-17 07:47:31.042 GMT,,,1,,67399f92.1,4,,2024-11-17 07:47:30 GMT,,0,LOG,00000,"listening on Unix socket ""/var/run/postgresql/.s.PGSQL.5432""",,,,,,,,"ListenServerPort, pqcomm.c:657","","postmaster",,0
2024-11-17 07:47:31.065 GMT,,,30,,67399f93.1e,1,,2024-11-17 07:47:31 GMT,,0,LOG,00000,"database system was shut down at 2024-11-17 07:21:04 GMT",,,,,,,,"StartupXLOG, xlog.c:5445","","startup",,0
2024-11-17 07:47:31.116 GMT,,,1,,67399f92.1,5,,2024-11-17 07:47:30 GMT,,0,LOG,00000,"database system is ready to accept connections",,,,,,,,"process_pm_child_exit, postmaster.c:2483","","postmaster",,0
2024-11-17 07:48:34.519 GMT,"postgres","login",36,"172.18.0.2:35470",67399fd2.24,1,"startup",2024-11-17 07:48:34 GMT,0/1,0,FATAL,3D000,"database ""login"" does not exist",,,,,,,,"InitPostgres, postinit.c:1048","","client backend",,0
2024-11-17 07:48:36.078 GMT,"postgres","login",37,"172.18.0.2:35484",67399fd3.25,1,"startup",2024-11-17 07:48:35 GMT,1/1,0,FATAL,3D000,"database ""login"" does not exist",,,,,,,,"InitPostgres, postinit.c:1048","","client backend",,0
2024-11-17 07:48:37.542 GMT,"postgres","postgres",38,"172.18.0.2:35488",67399fd5.26,1,"PARSE",2024-11-17 07:48:37 GMT,2/2,0,LOG,00000,"duration: 31.246 ms  parse s0: SELECT version()",,,,,,,,"exec_parse_message, postgres.c:1609","","client backend",,0
2024-11-17 07:48:37.547 GMT,"postgres","postgres",38,"172.18.0.2:35488",67399fd5.26,2,"BIND",2024-11-17 07:48:37 GMT,2/3,0,LOG,00000,"AUDIT: SESSION,1,1,READ,SELECT,,,SELECT version(),<not logged>",,,,,,,,"log_audit_event, pgaudit.c:875","","client backend",,0
2024-11-17 07:48:37.547 GMT,"postgres","postgres",38,"172.18.0.2:35488",67399fd5.26,3,"BIND",2024-11-17 07:48:37 GMT,2/3,0,LOG,00000,"duration: 4.111 ms  bind s0: SELECT version()",,,,,,,,"exec_bind_message, postgres.c:2075","","client backend",,0
2024-11-17 07:48:37.547 GMT,"postgres","postgres",38,"172.18.0.2:35488",67399fd5.26,4,"SELECT",2024-11-17 07:48:37 GMT,2/3,0,LOG,00000,"execute s0: SELECT version()",,,,,,,,"exec_execute_message, postgres.c:2212","","client backend",,0
2024-11-17 07:48:37.547 GMT,"postgres","postgres",38,"172.18.0.2:35488",67399fd5.26,5,"SELECT",2024-11-17 07:48:37 GMT,2/3,0,LOG,00000,"duration: 0.170 ms",,,,,,,,"exec_execute_message, postgres.c:2332","","client backend",,0
2024-11-17 07:48:37.548 GMT,"postgres","postgres",38,"172.18.0.2:35488",67399fd5.26,6,"idle",2024-11-17 07:48:37 GMT,2/4,0,LOG,00000,"statement: CREATE DATABASE ""login""",,,,,,,,"exec_simple_query, postgres.c:1075","","client backend",,0
2024-11-17 07:48:45.517 GMT,"postgres","postgres",38,"172.18.0.2:35488",67399fd5.26,7,"CREATE DATABASE",2024-11-17 07:48:37 GMT,2/4,748,LOG,00000,"AUDIT: SESSION,2,1,DDL,CREATE DATABASE,,,""CREATE DATABASE """"login"""""",<not logged>",,,,,,,,"log_audit_event, pgaudit.c:875","","client backend",,0
2024-11-17 07:48:46.009 GMT,"postgres","postgres",38,"172.18.0.2:35488",67399fd5.26,8,"CREATE DATABASE",2024-11-17 07:48:37 GMT,2/0,0,LOG,00000,"duration: 8460.610 ms",,,,,,,,"exec_simple_query, postgres.c:1368","","client backend",,0
2024-11-17 07:48:46.468 GMT,"postgres","login",39,"172.18.0.2:53444",67399fde.27,1,"idle",2024-11-17 07:48:46 GMT,3/2,0,LOG,00000,"statement: SET search_path = ""public"";
",,,,,,,,"exec_simple_query, postgres.c:1075","","client backend",,0
2024-11-17 07:48:46.478 GMT,"postgres","login",39,"172.18.0.2:53444",67399fde.27,2,"SET",2024-11-17 07:48:46 GMT,3/0,0,LOG,00000,"duration: 13.893 ms",,,,,,,,"exec_simple_query, postgres.c:1368","","client backend",,0
2024-11-17 07:48:46.482 GMT,"postgres","login",39,"172.18.0.2:53444",67399fde.27,3,"PARSE",2024-11-17 07:48:46 GMT,3/3,0,LOG,00000,"duration: 0.373 ms  parse s1: SELECT version()",,,,,,,,"exec_parse_message, postgres.c:1609","","client backend",,0
2024-11-17 07:48:46.483 GMT,"postgres","login",39,"172.18.0.2:53444",67399fde.27,4,"BIND",2024-11-17 07:48:46 GMT,3/4,0,LOG,00000,"AUDIT: SESSION,1,1,READ,SELECT,,,SELECT version(),<not logged>",,,,,,,,"log_audit_event, pgaudit.c:875","","client backend",,0
2024-11-17 07:48:46.483 GMT,"postgres","login",39,"172.18.0.2:53444",67399fde.27,5,"BIND",2024-11-17 07:48:46 GMT,3/4,0,LOG,00000,"duration: 0.208 ms  bind s1: SELECT version()",,,,,,,,"exec_bind_message, postgres.c:2075","","client backend",,0
2024-11-17 07:48:46.483 GMT,"postgres","login",39,"172.18.0.2:53444",67399fde.27,6,"SELECT",2024-11-17 07:48:46 GMT,3/4,0,LOG,00000,"execute s1: SELECT version()",,,,,,,,"exec_execute_message, postgres.c:2212","","client backend",,0
2024-11-17 07:48:46.483 GMT,"postgres","login",39,"172.18.0.2:53444",67399fde.27,7,"SELECT",2024-11-17 07:48:46 GMT,3/4,0,LOG,00000,"duration: 0.038 ms",,,,,,,,"exec_execute_message, postgres.c:2332","","client backend",,0
2024-11-17 07:48:46.483 GMT,"postgres","login",39,"172.18.0.2:53444",67399fde.27,8,"idle",2024-11-17 07:48:46 GMT,3/5,0,LOG,00000,"statement: CREATE SCHEMA IF NOT EXISTS ""public"";",,,,,,,,"exec_simple_query, postgres.c:1075","","client backend",,0
2024-11-17 07:48:46.483 GMT,"postgres","login",39,"172.18.0.2:53444",67399fde.27,9,"CREATE SCHEMA",2024-11-17 07:48:46 GMT,3/5,0,LOG,00000,"AUDIT: SESSION,2,1,DDL,CREATE SCHEMA,,,""CREATE SCHEMA IF NOT EXISTS """"public"""""",<not logged>",,,,,,,,"log_audit_event, pgaudit.c:875","","client backend",,0
2024-11-17 07:48:46.483 GMT,"postgres","login",39,"172.18.0.2:53444",67399fde.27,10,"CREATE SCHEMA",2024-11-17 07:48:46 GMT,3/0,0,LOG,00000,"duration: 0.248 ms",,,,,,,,"exec_simple_query, postgres.c:1368","","client backend",,0
2024-11-17 07:48:47.511 GMT,"postgres","login",40,"172.18.0.2:53446",67399fdf.28,1,"idle",2024-11-17 07:48:47 GMT,4/2,0,LOG,00000,"statement: SET search_path = ""public"";
",,,,,,,,"exec_simple_query, postgres.c:1075","","client backend",,0
2024-11-17 07:48:47.511 GMT,"postgres","login",40,"172.18.0.2:53446",67399fdf.28,2,"SET",2024-11-17 07:48:47 GMT,4/0,0,LOG,00000,"duration: 0.375 ms",,,,,,,,"exec_simple_query, postgres.c:1368","","client backend",,0
2024-11-17 07:48:47.514 GMT,"postgres","login",40,"172.18.0.2:53446",67399fdf.28,3,"PARSE",2024-11-17 07:48:47 GMT,4/3,0,LOG,00000,"duration: 0.308 ms  parse s0: SELECT version()",,,,,,,,"exec_parse_message, postgres.c:1609","","client backend",,0
2024-11-17 07:48:47.565 GMT,"postgres","login",40,"172.18.0.2:53446",67399fdf.28,4,"BIND",2024-11-17 07:48:47 GMT,4/4,0,LOG,00000,"AUDIT: SESSION,1,1,READ,SELECT,,,SELECT version(),<not logged>",,,,,,,,"log_audit_event, pgaudit.c:875","","client backend",,0
2024-11-17 07:48:47.565 GMT,"postgres","login",40,"172.18.0.2:53446",67399fdf.28,5,"BIND",2024-11-17 07:48:47 GMT,4/4,0,LOG,00000,"duration: 0.448 ms  bind s0: SELECT version()",,,,,,,,"exec_bind_message, postgres.c:2075","","client backend",,0
2024-11-17 07:48:47.565 GMT,"postgres","login",40,"172.18.0.2:53446",67399fdf.28,6,"SELECT",2024-11-17 07:48:47 GMT,4/4,0,LOG,00000,"execute s0: SELECT version()",,,,,,,,"exec_execute_message, postgres.c:2212","","client backend",,0
2024-11-17 07:48:47.565 GMT,"postgres","login",40,"172.18.0.2:53446",67399fdf.28,7,"SELECT",2024-11-17 07:48:47 GMT,4/4,0,LOG,00000,"duration: 0.076 ms",,,,,,,,"exec_execute_message, postgres.c:2332","","client backend",,0
2024-11-17 07:48:47.580 GMT,"postgres","login",40,"172.18.0.2:53446",67399fdf.28,8,"PARSE",2024-11-17 07:48:47 GMT,4/5,0,LOG,00000,"duration: 14.379 ms  parse s1: SELECT EXISTS(SELECT 1 FROM pg_namespace WHERE nspname = $1), version(), current_setting('server_version_num')::integer as numeric_version;",,,,,,,,"exec_parse_message, postgres.c:1609","","client backend",,0
2024-11-17 07:48:47.697 GMT,"postgres","login",40,"172.18.0.2:53446",67399fdf.28,9,"BIND",2024-11-17 07:48:47 GMT,4/6,0,LOG,00000,"AUDIT: SESSION,2,1,READ,SELECT,,,""SELECT EXISTS(SELECT 1 FROM pg_namespace WHERE nspname = $1), version(), current_setting('server_version_num')::integer as numeric_version"",<not logged>",,,,,,,,"log_audit_event, pgaudit.c:875","","client backend",,0
2024-11-17 07:48:47.697 GMT,"postgres","login",40,"172.18.0.2:53446",67399fdf.28,10,"BIND",2024-11-17 07:48:47 GMT,4/6,0,LOG,00000,"duration: 116.431 ms  bind s1: SELECT EXISTS(SELECT 1 FROM pg_namespace WHERE nspname = $1), version(), current_setting('server_version_num')::integer as numeric_version;","Parameters: $1 = 'public'",,,,,,,"exec_bind_message, postgres.c:2075","","client backend",,0
2024-11-17 07:48:47.697 GMT,"postgres","login",40,"172.18.0.2:53446",67399fdf.28,11,"SELECT",2024-11-17 07:48:47 GMT,4/6,0,LOG,00000,"execute s1: SELECT EXISTS(SELECT 1 FROM pg_namespace WHERE nspname = $1), version(), current_setting('server_version_num')::integer as numeric_version;","Parameters: $1 = 'public'",,,,,,,"exec_execute_message, postgres.c:2212","","client backend",,0
2024-11-17 07:48:47.697 GMT,"postgres","login",40,"172.18.0.2:53446",67399fdf.28,12,"SELECT",2024-11-17 07:48:47 GMT,4/6,0,LOG,00000,"duration: 0.073 ms",,,,,,,,"exec_execute_message, postgres.c:2332","","client backend",,0
2024-11-17 07:48:47.732 GMT,"postgres","login",40,"172.18.0.2:53446",67399fdf.28,13,"PARSE",2024-11-17 07:48:47 GMT,4/7,0,ERROR,42P01,"relation ""_prisma_migrations"" does not exist",,,,,,"SELECT ""id"", ""checksum"", ""finished_at"", ""migration_name"", ""logs"", ""rolled_back_at"", ""started_at"", ""applied_steps_count"" FROM ""_prisma_migrations"" ORDER BY ""started_at"" ASC",126,"parserOpenTable, parse_relation.c:1449","","client backend",,0
2024-11-17 07:48:47.732 GMT,"postgres","login",40,"172.18.0.2:53446",67399fdf.28,14,"idle",2024-11-17 07:48:47 GMT,4/8,0,LOG,00000,"statement: CREATE DATABASE ""prisma_migrate_shadow_db_d767a70d-b741-4e74-97d7-7c6f36953f37""",,,,,,,,"exec_simple_query, postgres.c:1075","","client backend",,0
2024-11-17 07:48:54.237 GMT,"postgres","login",40,"172.18.0.2:53446",67399fdf.28,15,"CREATE DATABASE",2024-11-17 07:48:47 GMT,4/8,749,LOG,00000,"AUDIT: SESSION,3,1,DDL,CREATE DATABASE,,,""CREATE DATABASE """"prisma_migrate_shadow_db_d767a70d-b741-4e74-97d7-7c6f36953f37"""""",<not logged>",,,,,,,,"log_audit_event, pgaudit.c:875","","client backend",,0
2024-11-17 07:48:54.734 GMT,"postgres","login",40,"172.18.0.2:53446",67399fdf.28,16,"CREATE DATABASE",2024-11-17 07:48:47 GMT,4/0,0,LOG,00000,"duration: 7001.296 ms",,,,,,,,"exec_simple_query, postgres.c:1368","","client backend",,0
2024-11-17 07:48:56.196 GMT,"postgres","prisma_migrate_shadow_db_d767a70d-b741-4e74-97d7-7c6f36953f37",41,"172.18.0.2:56816",67399fe6.29,1,"idle",2024-11-17 07:48:54 GMT,5/2,0,LOG,00000,"statement: SET search_path = ""public"";
",,,,,,,,"exec_simple_query, postgres.c:1075","","client backend",,0
2024-11-17 07:48:56.196 GMT,"postgres","prisma_migrate_shadow_db_d767a70d-b741-4e74-97d7-7c6f36953f37",41,"172.18.0.2:56816",67399fe6.29,2,"SET",2024-11-17 07:48:54 GMT,5/0,0,LOG,00000,"duration: 0.537 ms",,,,,,,,"exec_simple_query, postgres.c:1368","","client backend",,0
2024-11-17 07:48:56.200 GMT,"postgres","prisma_migrate_shadow_db_d767a70d-b741-4e74-97d7-7c6f36953f37",41,"172.18.0.2:56816",67399fe6.29,3,"PARSE",2024-11-17 07:48:54 GMT,5/3,0,LOG,00000,"duration: 0.428 ms  parse s3: SELECT version()",,,,,,,,"exec_parse_message, postgres.c:1609","","client backend",,0
2024-11-17 07:48:56.200 GMT,"postgres","prisma_migrate_shadow_db_d767a70d-b741-4e74-97d7-7c6f36953f37",41,"172.18.0.2:56816",67399fe6.29,4,"BIND",2024-11-17 07:48:54 GMT,5/4,0,LOG,00000,"AUDIT: SESSION,1,1,READ,SELECT,,,SELECT version(),<not logged>",,,,,,,,"log_audit_event, pgaudit.c:875","","client backend",,0
2024-11-17 07:48:56.201 GMT,"postgres","prisma_migrate_shadow_db_d767a70d-b741-4e74-97d7-7c6f36953f37",41,"172.18.0.2:56816",67399fe6.29,5,"BIND",2024-11-17 07:48:54 GMT,5/4,0,LOG,00000,"duration: 0.307 ms  bind s3: SELECT version()",,,,,,,,"exec_bind_message, postgres.c:2075","","client backend",,0
2024-11-17 07:48:56.201 GMT,"postgres","prisma_migrate_shadow_db_d767a70d-b741-4e74-97d7-7c6f36953f37",41,"172.18.0.2:56816",67399fe6.29,6,"SELECT",2024-11-17 07:48:54 GMT,5/4,0,LOG,00000,"execute s3: SELECT version()",,,,,,,,"exec_execute_message, postgres.c:2212","","client backend",,0
2024-11-17 07:48:56.201 GMT,"postgres","prisma_migrate_shadow_db_d767a70d-b741-4e74-97d7-7c6f36953f37",41,"172.18.0.2:56816",67399fe6.29,7,"SELECT",2024-11-17 07:48:54 GMT,5/4,0,LOG,00000,"duration: 0.051 ms",,,,,,,,"exec_execute_message, postgres.c:2332","","client backend",,0
2024-11-17 07:48:56.202 GMT,"postgres","prisma_migrate_shadow_db_d767a70d-b741-4e74-97d7-7c6f36953f37",41,"172.18.0.2:56816",67399fe6.29,8,"PARSE",2024-11-17 07:48:54 GMT,5/5,0,LOG,00000,"duration: 0.529 ms  parse s4: SELECT EXISTS(SELECT 1 FROM pg_namespace WHERE nspname = $1), version(), current_setting('server_version_num')::integer as numeric_version;",,,,,,,,"exec_parse_message, postgres.c:1609","","client backend",,0
2024-11-17 07:48:56.210 GMT,"postgres","prisma_migrate_shadow_db_d767a70d-b741-4e74-97d7-7c6f36953f37",41,"172.18.0.2:56816",67399fe6.29,9,"BIND",2024-11-17 07:48:54 GMT,5/6,0,LOG,00000,"AUDIT: SESSION,2,1,READ,SELECT,,,""SELECT EXISTS(SELECT 1 FROM pg_namespace WHERE nspname = $1), version(), current_setting('server_version_num')::integer as numeric_version"",<not logged>",,,,,,,,"log_audit_event, pgaudit.c:875","","client backend",,0
2024-11-17 07:48:56.210 GMT,"postgres","prisma_migrate_shadow_db_d767a70d-b741-4e74-97d7-7c6f36953f37",41,"172.18.0.2:56816",67399fe6.29,10,"BIND",2024-11-17 07:48:54 GMT,5/6,0,LOG,00000,"duration: 7.718 ms  bind s4: SELECT EXISTS(SELECT 1 FROM pg_namespace WHERE nspname = $1), version(), current_setting('server_version_num')::integer as numeric_version;","Parameters: $1 = 'public'",,,,,,,"exec_bind_message, postgres.c:2075","","client backend",,0
2024-11-17 07:48:56.210 GMT,"postgres","prisma_migrate_shadow_db_d767a70d-b741-4e74-97d7-7c6f36953f37",41,"172.18.0.2:56816",67399fe6.29,11,"SELECT",2024-11-17 07:48:54 GMT,5/6,0,LOG,00000,"execute s4: SELECT EXISTS(SELECT 1 FROM pg_namespace WHERE nspname = $1), version(), current_setting('server_version_num')::integer as numeric_version;","Parameters: $1 = 'public'",,,,,,,"exec_execute_message, postgres.c:2212","","client backend",,0
2024-11-17 07:48:56.210 GMT,"postgres","prisma_migrate_shadow_db_d767a70d-b741-4e74-97d7-7c6f36953f37",41,"172.18.0.2:56816",67399fe6.29,12,"SELECT",2024-11-17 07:48:54 GMT,5/6,0,LOG,00000,"duration: 0.076 ms",,,,,,,,"exec_execute_message, postgres.c:2332","","client backend",,0
