2024-11-17 05:55:46.635 GMT,,,1,,67398562.1,1,,2024-11-17 05:55:46 GMT,,0,LOG,00000,"starting PostgreSQL 17.1 (Debian 17.1-1.pgdg120+1) on x86_64-pc-linux-gnu, compiled by gcc (Debian 12.2.0-14) 12.2.0, 64-bit",,,,,,,,"PostmasterMain, postmaster.c:1080","","postmaster",,0
2024-11-17 05:55:46.651 GMT,,,1,,67398562.1,2,,2024-11-17 05:55:46 GMT,,0,LOG,00000,"listening on IPv4 address ""0.0.0.0"", port 5432",,,,,,,,"ListenServerPort, pqcomm.c:661","","postmaster",,0
2024-11-17 05:55:46.651 GMT,,,1,,67398562.1,3,,2024-11-17 05:55:46 GMT,,0,LOG,00000,"listening on IPv6 address ""::"", port 5432",,,,,,,,"ListenServerPort, pqcomm.c:661","","postmaster",,0
2024-11-17 05:55:46.698 GMT,,,1,,67398562.1,4,,2024-11-17 05:55:46 GMT,,0,LOG,00000,"listening on Unix socket ""/var/run/postgresql/.s.PGSQL.5432""",,,,,,,,"ListenServerPort, pqcomm.c:657","","postmaster",,0
2024-11-17 05:55:46.819 GMT,,,67,,67398562.43,1,,2024-11-17 05:55:46 GMT,,0,LOG,00000,"database system was shut down at 2024-11-17 05:55:45 GMT",,,,,,,,"StartupXLOG, xlog.c:5445","","startup",,0
2024-11-17 05:55:46.969 GMT,,,1,,67398562.1,5,,2024-11-17 05:55:46 GMT,,0,LOG,00000,"database system is ready to accept connections",,,,,,,,"process_pm_child_exit, postmaster.c:2483","","postmaster",,0
2024-11-17 06:00:46.898 GMT,,,65,,67398562.41,1,,2024-11-17 05:55:46 GMT,,0,LOG,00000,"checkpoint starting: time",,,,,,,,"LogCheckpointStart, xlog.c:6661","","checkpointer",,0
2024-11-17 06:00:50.650 GMT,,,65,,67398562.41,2,,2024-11-17 05:55:46 GMT,,0,LOG,00000,"checkpoint complete: wrote 38 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=3.657 s, sync=0.027 s, total=3.753 s; sync files=11, longest=0.007 s, average=0.003 s; distance=193 kB, estimate=193 kB; lsn=0/1939180, redo lsn=0/1939128",,,,,,,,"LogCheckpointEnd, xlog.c:6750","","checkpointer",,0
2024-11-17 06:05:12.831 GMT,"postgres","postgres",89,"172.18.0.6:34804",67398798.59,1,"idle",2024-11-17 06:05:12 GMT,0/2,0,LOG,00000,"statement: SET DateStyle=ISO; SET client_min_messages=notice; SELECT set_config('bytea_output','hex',false) FROM pg_show_all_settings() WHERE name = 'bytea_output'; SET client_encoding='utf-8';",,,,,,,,"exec_simple_query, postgres.c:1075","pgAdmin 4 - DB:postgres","client backend",,0
2024-11-17 06:05:12.926 GMT,"postgres","postgres",89,"172.18.0.6:34804",67398798.59,2,"SELECT",2024-11-17 06:05:12 GMT,0/2,0,LOG,00000,"AUDIT: SESSION,1,1,READ,SELECT,,,""SELECT set_config('bytea_output','hex',false) FROM pg_show_all_settings() WHERE name = 'bytea_output'"",<not logged>",,,,,,,,"log_audit_event, pgaudit.c:875","pgAdmin 4 - DB:postgres","client backend",,0
2024-11-17 06:05:12.937 GMT,"postgres","postgres",89,"172.18.0.6:34804",67398798.59,3,"SET",2024-11-17 06:05:12 GMT,0/0,0,LOG,00000,"duration: 111.561 ms",,,,,,,,"exec_simple_query, postgres.c:1368","pgAdmin 4 - DB:postgres","client backend",,0
2024-11-17 06:05:12.943 GMT,"postgres","postgres",89,"172.18.0.6:34804",67398798.59,4,"idle",2024-11-17 06:05:12 GMT,0/3,0,LOG,00000,"statement: SELECT version()",,,,,,,,"exec_simple_query, postgres.c:1075","pgAdmin 4 - DB:postgres","client backend",,0
2024-11-17 06:05:12.945 GMT,"postgres","postgres",89,"172.18.0.6:34804",67398798.59,5,"SELECT",2024-11-17 06:05:12 GMT,0/3,0,LOG,00000,"AUDIT: SESSION,2,1,READ,SELECT,,,SELECT version(),<not logged>",,,,,,,,"log_audit_event, pgaudit.c:875","pgAdmin 4 - DB:postgres","client backend",,0
2024-11-17 06:05:12.945 GMT,"postgres","postgres",89,"172.18.0.6:34804",67398798.59,6,"SELECT",2024-11-17 06:05:12 GMT,0/0,0,LOG,00000,"duration: 2.337 ms",,,,,,,,"exec_simple_query, postgres.c:1368","pgAdmin 4 - DB:postgres","client backend",,0
2024-11-17 06:05:12.950 GMT,"postgres","postgres",89,"172.18.0.6:34804",67398798.59,7,"idle",2024-11-17 06:05:12 GMT,0/4,0,LOG,00000,"statement: 
SELECT
    db.oid as did, db.datname, db.datallowconn,
    pg_encoding_to_char(db.encoding) AS serverencoding,
    has_database_privilege(db.oid, 'CREATE') as cancreate,
    datistemplate
FROM
    pg_catalog.pg_database db
WHERE db.datname = current_database()",,,,,,,,"exec_simple_query, postgres.c:1075","pgAdmin 4 - DB:postgres","client backend",,0
2024-11-17 06:05:12.996 GMT,"postgres","postgres",89,"172.18.0.6:34804",67398798.59,8,"SELECT",2024-11-17 06:05:12 GMT,0/4,0,LOG,00000,"AUDIT: SESSION,3,1,READ,SELECT,,,""SELECT
    db.oid as did, db.datname, db.datallowconn,
    pg_encoding_to_char(db.encoding) AS serverencoding,
    has_database_privilege(db.oid, 'CREATE') as cancreate,
    datistemplate
FROM
    pg_catalog.pg_database db
WHERE db.datname = current_database()"",<not logged>",,,,,,,,"log_audit_event, pgaudit.c:875","pgAdmin 4 - DB:postgres","client backend",,0
2024-11-17 06:05:13.003 GMT,"postgres","postgres",89,"172.18.0.6:34804",67398798.59,9,"SELECT",2024-11-17 06:05:12 GMT,0/0,0,LOG,00000,"duration: 53.100 ms",,,,,,,,"exec_simple_query, postgres.c:1368","pgAdmin 4 - DB:postgres","client backend",,0
